"","business_id","business_name","rating","flavor","environment","service","share","avg_cost","food_style","district","longitude","latitude","free_parking","wifi","delivery","n"
"841",507105,"海京阁","3.5",19,12,15,35,41,"local","闵行区",121.42834,31.01608,0,1,1,NA
"842",507108,"滩万","5",26,27,25,906,578,"japan","浦东新区",121.49761,31.23658,1,1,1,NA
"843",507109,"意海居(大华店)","3",19,9,12,0,46,"local","宝山区",121.42119,31.27514,1,0,0,NA
"844",507123,"满记甜品(九百食品城店)","4",22,19,18,0,29,"guangdong","静安区",121.44291,31.22432,0,1,1,NA
"845",507125,"蜜蜜甜糖水店(大学城二期店)","3.5",20,14,14,90,24,"guangdong","松江区",121.2157,31.04958,0,1,1,NA
"846",507133,"珍品(嘉罗公路店)","3.5",19,15,15,29,58,"local","嘉定区",121.2618,31.38403,1,0,0,NA
"847",507136,"三家村","4",19,19,15,52,65,"local","嘉定区",121.25473,31.38027,1,0,0,NA
"848",507151,"膳夫楼","4",19,17,14,0,100,"local","徐汇区",121.4393,31.19742,0,0,0,NA
"849",507155,"恒升阁","3",15,16,15,17,138,"guangdong","虹口区",121.4893,31.24719,1,0,0,NA
"850",507157,"美林阁(延安西路店)","3",17,17,11,0,85,"local","长宁区",121.42974,31.2118,0,0,0,NA
"851",507158,"东北饺子馆(凉城路店)","3",17,12,12,5,25,"northeast","虹口区",121.46986,31.28122,0,0,0,NA
"852",507171,"恬乐酒家","4",20,13,15,0,50,"local","杨浦区",121.55041,31.29003,1,0,0,NA
"853",507175,"美林阁(川沙店)","2",14,15,12,0,72,"local","浦东新区",121.69642,31.19986,1,0,0,NA
"854",507186,"函极博","4",20,14,16,0,89,"south_korea","长宁区",121.39698,31.19382,1,0,0,NA
"855",507197,"东北人家","3",18,12,14,0,43,"northeast","虹口区",121.49619,31.28202,1,0,0,NA
"856",507199,"亚世都酒店茶餐厅","3.5",17,16,15,14,58,"guangdong","闵行区",121.38541,31.17656,0,0,0,NA
"857",507211,"盆盆香","3",18,11,12,0,51,"sichuan","浦东新区",121.55473,31.1999,0,1,1,NA
"858",507223,"川香麻辣火锅","4",23,11,16,0,37,"hotpot","普陀区",121.4042,31.23225,1,0,0,NA
"859",507232,"老广东菜馆(人民路店)","3.5",21,10,13,632,26,"local","黄浦区",121.48279,31.22395,0,1,1,NA
"860",507236,"宝龙大酒楼","3",17,13,14,0,68,"guangdong","黄浦区",121.48559,31.24057,1,0,0,NA
"861",507246,"小米多","2",14,11,10,29,64,"local","浦东新区",121.52196,31.21087,1,0,0,NA
"862",507251,"中山人家","3",16,12,12,34,48,"local","长宁区",121.42321,31.21308,0,0,0,NA
"863",507267,"山里香","4",20,13,16,0,40,"hunan","浦东新区",121.65316,31.27266,0,0,0,NA
"864",507269,"西域美食楼","4",18,15,15,0,52,"western_china","浦东新区",121.55443,31.19975,0,1,1,NA
"865",507279,"吾米粥海鲜火锅(愚园店)","3",16,14,14,206,90,"hotpot","静安区",121.44499,31.22437,0,0,0,NA
"866",507280,"阿莉家常菜","2",15,12,11,0,54,"local","普陀区",121.40222,31.23082,0,0,0,NA
"867",507285,"孔雀王朝","4",16,19,17,0,131,"local","青浦区",121.0738,31.0355,1,0,0,NA
"868",507287,"红炎炎厨坊","3",18,13,13,1,41,"sichuan","虹口区",121.4856,31.30218,0,0,0,NA
"869",507291,"鼎丰人家(三林店)","3",17,13,14,0,58,"local","浦东新区",121.50745,31.14213,1,0,0,NA
"870",507292,"客家小厨(南码头路店)","3",19,11,13,0,56,"guangdong","浦东新区",121.51653,31.17806,1,0,0,NA
"871",507296,"拉面岛","3",15,14,14,0,29,"japan","普陀区",121.37869,31.24473,0,0,0,NA
"872",507310,"竹家庄避风塘(万航渡路店)","4",19,16,13,0,58,"guangdong","静安区",121.44303,31.22433,0,0,0,NA
"873",507319,"澳门豆捞坊(延安中路店)","4",19,19,18,0,76,"hotpot","静安区",121.45971,31.2237,1,1,1,NA
"874",507320,"塔哈尔-新疆盛宴(莘庄店)","4",21,17,17,265,59,"western_china","闵行区",121.38807,31.11107,1,1,1,NA
"875",507335,"新家园餐厅","4",21,14,14,0,47,"local","长宁区",121.40868,31.21646,0,0,0,NA
"876",507336,"旺上旺食屋","4",22,14,16,96,38,"local","静安区",121.4433,31.22852,0,0,0,NA
"877",507340,"重庆鸡公煲(国权店)","3",17,12,13,0,28,"sichuan","杨浦区",121.51258,31.28897,0,0,0,NA
"878",507342,"韩舍廊(松东路店)","3.5",18,14,15,2,76,"south_korea","松江区",121.25306,31.02378,0,1,1,NA
"879",507343,"艾尼巴亿","4",21,13,14,0,59,"western_china","虹口区",121.49046,31.28741,1,0,0,NA
"880",507353,"利嘉宾馆中餐厅","3",16,13,12,0,78,"local","长宁区",121.4,31.2071,0,0,0,NA
"881",507358,"鸡公煲活鱼火锅","2",15,12,11,8,45,"hotpot","闵行区",121.42105,31.01412,0,0,0,NA
"882",507360,"鼎顶牛火锅","2",14,11,12,0,52,"hotpot","长宁区",121.36906,31.21074,0,0,0,NA
"883",507366,"妮妮饭店(长阳店)","2",16,12,11,0,63,"local","杨浦区",121.53901,31.27134,1,0,0,NA
"884",507377,"白木屋居酒屋(虹桥店)","4",20,17,16,0,182,"japan","长宁区",121.40335,31.20531,1,1,1,NA
"885",507384,"美林小厨(延安西路店)","3",15,15,12,0,55,"guangdong","长宁区",121.4295,31.21085,0,0,0,NA
"886",507391,"重庆鸡公煲(河南北路店)","3",17,14,14,0,28,"sichuan","虹口区",121.48166,31.24707,0,0,0,NA
"887",507400,"今海明珠海鲜大酒楼(浦东店)","4",18,21,18,138,247,"guangdong","浦东新区",121.52094,31.2291,1,0,0,NA
"888",507401,"X sensation","4",19,23,18,0,1208,"western","浦东新区",121.5336,31.21075,1,0,0,NA
"889",507428,"山茶花铁板烧","5",23,26,25,0,720,"japan","卢湾区",121.46032,31.21963,0,0,0,NA
"890",507453,"蜀地水煮鱼","2",14,13,12,0,51,"sichuan","浦东新区",121.68962,31.19595,1,0,0,NA
"891",507454,"天圣酸菜鱼火锅(南丹东路店)","3",18,9,12,0,47,"hotpot","徐汇区",121.44169,31.19013,1,0,0,NA
"892",507492,"晶晶酒家","2",15,13,12,0,42,"local","杨浦区",121.50966,31.28087,0,0,0,NA
"893",507503,"月亮湾中式小菜","3.5",20,15,15,54,61,"local","徐汇区",121.44538,31.17862,1,0,0,NA
"894",507508,"唐朝酒店(联洋店)","4",21,25,20,0,162,"guangdong","浦东新区",121.55886,31.22678,1,0,0,NA
"895",507520,"上海石库门(虹口店)","4",17,20,16,0,102,"local","虹口区",121.48728,31.2981,1,0,0,NA
"896",507522,"桃花源酒家(张江店)","3",19,11,12,0,45,"hunan","浦东新区",121.6164,31.19981,1,0,0,NA
"897",507523,"粤园","4",17,20,19,5,122,"guangdong","闸北区",121.45287,31.24669,0,0,0,NA
"898",507527,"欣荣酒家","2",15,13,11,0,55,"local","徐汇区",121.45655,31.19115,1,0,0,NA
"899",507536,"东北四季饺子王(仙霞店)","3",16,12,13,8,30,"northeast","长宁区",121.38675,31.2063,0,0,0,NA
"900",507538,"湘轩酒楼(光大店)","4",19,13,13,0,60,"hunan","徐汇区",121.42512,31.16803,1,0,0,NA
"901",559792,"琼琬酒家","4",18,13,15,0,55,"local","黄浦区",121.48683,31.24083,0,0,0,NA
"902",559801,"红记小厨","4",20,14,16,0,28,"local","徐汇区",121.4244,31.19473,0,1,1,NA
"903",559803,"花园火锅城","3",17,12,13,0,60,"hotpot","闵行区",121.36768,31.18142,0,0,0,NA
"904",559840,"三分地渔味馆","4",18,15,14,0,92,"guangdong","松江区",121.21183,31.02351,1,0,0,NA
"905",559842,"上海风情鸡煲店","3",18,12,14,8,50,"hotpot","浦东新区",121.68926,31.19828,1,0,0,NA
"906",559844,"渝乡人家(正大广场店)","4",18,21,15,0,98,"sichuan","浦东新区",121.4997,31.2374,0,0,0,NA
"907",560068,"小南国(杨浦店)","4",21,21,19,0,172,"local","杨浦区",121.51333,31.30383,1,0,0,NA
"908",560075,"申悦大酒店(腾飞店)","4",21,20,17,0,104,"local","徐汇区",121.44251,31.18737,1,0,0,NA
"909",560194,"灵怡一番屋(天钥桥路店)","3.5",16,19,15,169,162,"japan","徐汇区",121.44198,31.18817,0,0,0,NA
"910",560201,"美心港式茶餐厅(浦电路店)","2",14,11,11,42,40,"guangdong","浦东新区",121.52797,31.22019,0,1,1,NA
"911",560234,"时运酒家","2",15,12,12,3,47,"local","静安区",121.44978,31.23749,0,0,0,NA
"912",560269,"昆澄阁(梅川路店)","3",18,10,12,90,78,"local","普陀区",121.3768,31.24571,0,0,0,NA
"913",560314,"树根餐厅","3",18,11,13,0,15,"sichuan","浦东新区",121.51371,31.23687,0,1,1,NA
"914",560674,"轩意","3.5",17,15,15,25,61,"guangdong","闵行区",121.38675,31.18837,0,1,1,NA
"915",560699,"东北饺子馆(兰溪路店)","3",17,12,13,0,32,"northeast","普陀区",121.41345,31.23894,0,1,1,NA
"916",560720,"权金城(长宁店)","3.5",18,16,17,277,74,"south_korea","长宁区",121.39133,31.21034,1,1,1,NA
"917",560742,"鹤竹居酒屋","3.5",18,16,16,29,62,"japan","宝山区",121.47986,31.40928,0,0,0,NA
"918",560799,"川福火锅(吴淞店)","2",13,11,10,0,53,"hotpot","宝山区",121.49589,31.3734,0,0,0,NA
"919",561089,"韩乡园(宝山店)","3.5",18,14,15,130,62,"south_korea","宝山区",121.48143,31.40744,1,0,0,NA
"920",561181,"沙华多利(浦东店)","4",21,22,21,0,163,"western","浦东新区",121.55851,31.22709,0,1,1,NA
"921",561278,"大马头茶餐厅(昌里店)","3",16,12,13,0,52,"guangdong","浦东新区",121.49296,31.17408,1,0,0,NA
"922",561303,"同恒大酒店","4",19,17,17,22,74,"local","宝山区",121.49499,31.39112,1,0,0,NA
"923",561344,"放生桥菜馆","4",19,17,15,0,55,"local","青浦区",121.05023,31.10494,0,0,0,NA
"924",561389,"哈尔滨刘记饺子馆(斜土店)","3",16,12,12,10,20,"northeast","徐汇区",121.45441,31.19541,0,1,1,NA
"925",561512,"万丰大酒店","2",14,13,12,14,70,"local","浦东新区",121.50346,31.15275,1,0,0,NA
"926",561541,"联怡大酒店(青浦店)","3",18,12,13,0,50,"local","青浦区",121.11135,31.14188,0,0,0,NA
"927",561642,"重庆鸡公煲(许昌店)","3",17,12,13,1,29,"sichuan","杨浦区",121.52194,31.26132,0,0,0,NA
"928",561696,"建德大酒店","4",19,21,20,0,133,"local","浦东新区",121.70716,31.09949,0,0,0,NA
"929",561779,"美又美铁板牛排(来福士店)","3",16,13,13,79,25,"western","黄浦区",121.47672,31.23289,0,0,0,NA
"930",561810,"贡托拉","4",15,18,17,0,88,"western","徐汇区",121.43757,31.18309,0,1,1,NA
"931",561834,"金缘阁(运光路一店)","3.5",20,12,15,85,48,"local","虹口区",121.4933,31.2921,0,0,0,NA
"932",561901,"顺烧肉","4",22,17,19,0,172,"japan","长宁区",121.39797,31.20621,0,0,0,NA
"933",561964,"俏湘阁(蓝村店)","3",17,14,12,0,65,"hunan","浦东新区",121.52561,31.21208,1,0,0,NA
"934",562305,"大场羊肉馆(汾西路店)","2",16,9,12,0,23,"local","闸北区",121.45266,31.31283,0,0,0,NA
"935",562428,"正宗东北水饺","3",17,13,12,9,35,"northeast","浦东新区",121.58108,31.34898,1,0,0,NA
"936",562713,"哈尔滨刘记饺子馆(愚园路店)","3",17,12,14,0,25,"northeast","静安区",121.43641,31.22109,0,1,1,NA
"937",562716,"凤禄食府","3",16,12,13,0,28,"local","杨浦区",121.51835,31.28438,0,0,0,NA
"938",562746,"艾尼巴巴餐厅","4",21,13,15,0,30,"western_china","闵行区",121.3932,31.12023,0,1,1,NA
"939",562821,"炼瓦家","4.5",24,18,18,318,243,"japan","长宁区",121.40906,31.19734,1,1,1,NA
"940",562877,"东来顺饭庄(石门二路店)","4",20,18,16,0,95,"hotpot","静安区",121.46049,31.23418,1,0,0,NA
"941",562934,"荣城酒家","3",17,15,14,9,88,"local","宝山区",121.38485,31.31542,1,0,0,NA
"942",563003,"重庆鸡公煲(虎城店)","3.5",19,13,15,8,32,"sichuan","宝山区",121.41503,31.27095,1,0,0,NA
"943",563011,"别有洞天","3.5",18,14,15,6,55,"hunan","松江区",121.25584,31.01101,0,0,0,NA
"944",563260,"饮食男女","3",14,16,14,0,56,"western","静安区",121.45085,31.22497,0,0,0,NA
"945",563285,"芳芳家常菜","3.5",18,12,15,45,36,"local","普陀区",121.40853,31.2339,1,1,1,NA
"946",563379,"川王府","3",16,12,12,0,31,"sichuan","浦东新区",121.51371,31.23687,0,0,0,NA
"947",563517,"瑞鑫饺子馆(西谈家渡路店)","3.5",19,12,13,35,43,"northeast","普陀区",121.42371,31.23588,0,0,0,NA
"948",563538,"重庆鸡公煲(延长店)","3",18,12,14,0,37,"sichuan","闸北区",121.45288,31.27035,1,0,0,NA
"949",563610,"阿德羊肉火锅","3",16,11,12,0,41,"hotpot","虹口区",121.50576,31.25732,0,0,0,NA
"950",563719,"新毛家湘味楼(东兰店)","3",18,13,12,6,47,"hunan","闵行区",121.4003,31.15751,0,0,0,NA
"951",563836,"赫哲情","3",17,14,14,86,47,"northeast","浦东新区",121.55569,31.23741,1,0,0,NA
"952",563842,"一风阁","3.5",19,17,16,13,0,"western","黄浦区",121.48775,31.23375,0,0,0,NA
"953",563844,"金萨岛伊斯兰风情餐吧(天钥桥路店)","4",19,19,20,1531,67,"western_china","徐汇区",121.44252,31.18736,1,0,0,NA
"954",563925,"请请请美食","4",20,15,14,0,77,"local","闵行区",121.38541,31.19076,1,0,0,NA
"955",563956,"沙湾小镇茶餐厅","4",19,13,15,0,40,"guangdong","闸北区",121.46432,31.24998,0,1,1,NA
"956",563959,"成都川菜","4",19,12,14,0,34,"sichuan","闵行区",121.35554,31.15207,0,0,0,NA
"957",564123,"翡翠酒家(梅龙镇店)","4",23,23,21,0,145,"guangdong","静安区",121.45713,31.22928,1,0,0,NA
"958",564238,"星连心茶餐厅(中山北路店)","3",16,13,13,3,27,"guangdong","普陀区",121.41992,31.24163,0,0,0,NA
"959",564261,"百味佳(人民南路店)","3",17,12,13,0,54,"local","松江区",121.22921,31.00581,0,0,0,NA
"960",564314,"重庆鸡公煲(大连路店)","4",20,13,14,0,29,"sichuan","杨浦区",121.50309,31.27358,0,0,0,NA
"961",564350,"葡京煲煲好(虹桥上海城店)","4",20,17,16,0,77,"guangdong","长宁区",121.40604,31.20554,1,0,0,NA
"962",564544,"邻里人家(吴淞店)","4",17,17,15,0,80,"local","宝山区",121.50051,31.37697,1,0,0,NA
"963",564561,"龙江村","3",18,12,14,2,26,"northeast","闵行区",121.34606,31.1768,0,1,1,NA
"964",564567,"北极饭店(大华店)","2",16,12,11,0,39,"local","宝山区",121.42171,31.2749,0,0,0,NA
"965",564620,"邻里人家(顾村店)","3",17,13,13,1,78,"local","宝山区",121.40895,31.36276,0,0,0,NA
"966",564660,"九龙锦江大酒店","3.5",18,19,16,2,145,"local","浦东新区",121.7052,31.19072,1,0,0,NA
"967",564669,"远香堂","3",17,13,14,3,22,"south_korea","浦东新区",121.78651,31.04079,1,1,1,NA
"968",564713,"川江号子","3.5",18,13,14,28,71,"hotpot","长宁区",121.42352,31.21086,0,0,0,NA
"969",564769,"新重庆鱼庄","4",19,11,14,0,51,"sichuan","宝山区",121.42295,31.28702,0,0,0,NA
"970",564827,"膳晨海鲜大酒店","3",16,13,13,0,88,"guangdong","普陀区",121.3448,31.29009,0,0,0,NA
"971",564946,"清真牛羊成群饭店","3",17,12,15,0,38,"western_china","卢湾区",121.47471,31.20309,0,0,0,NA
"972",565026,"巴蜀餐厅","4",21,13,16,0,32,"sichuan","杨浦区",121.52228,31.30561,0,1,1,NA
"973",565040,"一品居热气羊肉馆(顺昌店)","3",19,9,13,0,54,"hotpot","卢湾区",121.47932,31.21276,0,0,0,NA
"974",565069,"九彩天大酒楼","2",15,13,12,0,79,"local","徐汇区",121.43106,31.16791,1,0,0,NA
"975",565071,"小天椒鱼头馆","3.5",18,14,14,3,46,"sichuan","宝山区",121.42508,31.41006,0,1,1,NA
"976",565097,"南华火锅(新姐妹店)","4",21,15,15,0,65,"hotpot","普陀区",121.43986,31.24224,1,0,0,NA
"977",565136,"和记小菜(新东亚店)","4",19,15,14,0,84,"local","徐汇区",121.43916,31.18889,1,0,0,NA
"978",565210,"天府川菜馆","4",21,16,15,80,58,"sichuan","长宁区",121.40299,31.20249,0,0,0,NA
"979",565232,"小实惠","3.5",19,10,15,123,42,"local","静安区",121.45604,31.22489,0,1,1,NA
"980",565244,"东伶港海鲜大酒店","3",14,15,14,11,71,"sichuan","虹口区",121.50136,31.25741,0,0,0,NA
"981",565585,"老李羊蝎子涮锅(闸北店)","4",23,13,15,527,74,"hotpot","闸北区",121.46537,31.27327,1,0,0,NA
"982",565776,"交通大学教师活动中心","4",18,16,16,0,45,"local","徐汇区",121.43654,31.19878,0,0,0,NA
"983",565803,"八百秀","4",18,13,14,0,43,"japan","浦东新区",121.62393,31.32318,0,0,0,NA
"984",565854,"塘桥饭店","4",17,17,15,0,66,"local","闵行区",121.3541,31.15235,0,0,0,NA
"985",565967,"窝里香","2",15,13,12,3,14,"sichuan","浦东新区",121.78651,31.04072,0,0,0,NA
"986",566042,"东东骨头王火锅城(长清店)","2",15,10,11,6,47,"hotpot","浦东新区",121.49492,31.1457,1,0,0,NA
"987",566091,"平壤高丽餐厅(通茂店)","4",21,19,28,0,162,"south_korea","浦东新区",121.53508,31.22611,1,0,0,NA
"988",566119,"韩亭苑(一号店)","4",20,14,18,99,36,"south_korea","宝山区",121.38684,31.3157,1,1,1,NA
"989",566124,"鹤丸","3",16,13,12,0,101,"japan","徐汇区",121.44402,31.19989,0,0,0,NA
"990",566281,"光头湘菜(密云店)","3",20,11,11,37,52,"hunan","虹口区",121.49637,31.27702,1,0,0,NA
"991",566319,"漕溪人家酒楼","3.5",18,17,15,26,66,"local","青浦区",121.05402,31.1091,0,0,0,NA
"992",566376,"樱House日本料理","3.5",18,18,16,482,175,"japan","闵行区",121.37032,31.17605,1,0,0,NA
"993",566442,"锦江大厨(卢湾店)","3.5",18,17,15,21,64,"local","卢湾区",121.47673,31.20747,1,0,0,NA
"994",566467,"かつ膳","4",22,17,17,0,74,"japan","长宁区",121.40692,31.20765,0,0,0,NA
"995",566514,"翡翠36餐厅","5",24,30,27,0,885,"western","浦东新区",121.49761,31.23658,1,1,1,NA
"996",566588,"秋龙酒家","4",19,11,14,0,21,"local","黄浦区",121.48109,31.23206,0,0,0,NA
"997",566651,"东欣酒家","4",21,14,16,71,36,"local","徐汇区",121.44027,31.21208,0,0,0,NA
"998",566674,"福悦楼酒家","3",16,12,12,7,53,"local","卢湾区",121.47501,31.21454,0,0,0,NA
"999",566731,"美仑大酒店香港厅","4",21,23,21,0,259,"guangdong","长宁区",121.41361,31.21237,0,0,0,NA
"1000",566756,"锦江饭店锦福会","4",21,24,22,0,246,"sichuan","卢湾区",121.46181,31.21876,1,0,0,NA
"1001",566828,"东北人家","3",16,12,15,5,32,"northeast","徐汇区",121.4612,31.20033,0,1,1,NA
"1002",567361,"川福火锅(松江店)","3",16,12,12,0,43,"hotpot","松江区",121.23656,31.00841,0,0,0,NA
"1003",567383,"万寿厅","4",22,14,17,0,45,"south_korea","闵行区",121.35163,31.17444,0,0,0,NA
"1004",567437,"东北四季水饺","4",20,13,16,0,34,"northeast","浦东新区",121.52228,31.21898,0,1,1,NA
"1005",567487,"王品台塑牛排(长乐店)","5",24,26,28,792,286,"western","卢湾区",121.45962,31.22076,1,1,1,NA
"1006",568022,"阿米奇","4.5",21,24,22,203,225,"western","长宁区",121.43065,31.21115,0,0,0,NA
"1007",568345,"麒荣轩","3",17,13,14,18,42,"local","徐汇区",121.45238,31.20601,0,0,0,NA
"1008",568456,"JOANNA's Korean Kitchen","3.5",18,14,16,381,43,"south_korea","闸北区",121.45681,31.27216,0,1,1,NA
"1009",568558,"张江体育休闲中心星月轩","3",16,15,11,18,66,"local","浦东新区",121.58024,31.20405,0,0,0,NA
"1010",568660,"兰生大酒店美食广场","4",18,19,19,1,234,"local","虹口区",121.49032,31.29256,0,0,0,NA
"1011",568667,"翠花老菜饺子馆(春申万科店)","4",20,15,15,0,43,"northeast","闵行区",121.4016,31.10538,0,1,1,NA
"1012",568730,"金海韩国烧烤","4",22,14,17,623,48,"south_korea","虹口区",121.47926,31.28288,1,1,1,NA
"1013",568764,"福井日本料理(广东路店)","4",19,19,17,586,80,"japan","黄浦区",121.48476,31.23233,1,1,1,NA
"1014",568811,"馨煌大酒店","2",14,15,13,4,76,"local","宝山区",121.42687,31.41003,1,0,0,NA
"1015",568846,"顾姐小厨","2",14,12,12,0,60,"local","浦东新区",121.5835,31.20108,0,0,0,NA
"1016",568917,"台台缘时尚火锅(高桥店)","2",15,12,12,0,50,"hotpot","浦东新区",121.80838,31.00707,1,0,0,NA
"1017",568943,"世福潮粤轩","4",18,19,18,24,109,"guangdong","黄浦区",121.48477,31.23238,0,0,0,NA
"1018",568994,"重庆鸡公煲","4",20,16,17,10,30,"sichuan","杨浦区",121.51956,31.2721,0,1,1,NA
"1019",569072,"香港永祥烧腊餐厅(虹口店)","4",24,12,13,0,27,"guangdong","虹口区",121.48651,31.25153,0,1,1,NA
"1020",569154,"妙生火锅店(周浦店)","3",16,11,12,0,41,"hotpot","浦东新区",121.57646,31.11588,1,1,1,NA
"1021",569187,"来天华(虹足店)","4",18,17,14,0,100,"local","虹口区",121.47936,31.27166,1,0,0,NA
"1022",569692,"虹叶海鲜酒楼","3",16,14,13,0,103,"local","虹口区",121.48596,31.26036,0,0,0,NA
"1023",569791,"哈尔滨人家","3",17,13,14,0,11,"northeast","浦东新区",121.6547,31.26996,0,0,0,NA
"1024",569892,"荣康新食代","3",17,15,14,14,48,"sichuan","黄浦区",121.48825,31.2027,0,0,0,NA
"1025",569893,"兴庆红","4",18,15,14,0,63,"western_china","浦东新区",121.61238,31.20169,1,1,1,NA
"1026",569909,"本家韩国料理","4",26,21,21,0,107,"south_korea","闵行区",121.37468,31.17336,1,1,1,NA
"1027",569949,"银湖轩酒家","3",14,16,14,2,62,"local","普陀区",121.40232,31.22864,0,0,0,NA
"1028",570026,"伊源清真","3.5",18,14,14,0,8,"western_china","松江区",121.21508,31.0505,0,0,0,NA
"1029",571320,"億方砂锅粥(淮海店)","3",19,10,12,0,81,"guangdong","徐汇区",121.43984,31.20504,0,1,1,NA
"1030",571431,"好邻居火锅","3",16,13,14,0,30,"hotpot","徐汇区",121.44754,31.19021,0,0,0,NA
"1031",571474,"唐记传菜馆","3",17,12,14,0,41,"local","浦东新区",121.55908,31.18082,0,0,0,NA
"1032",571594,"吴记老锅底麻辣火锅(凯旋店)","2",16,11,11,32,76,"hotpot","普陀区",121.41201,31.2286,0,1,1,NA
"1033",571722,"吴记老锅底麻辣火锅(黄陂南路店)","4",19,12,14,0,72,"hotpot","卢湾区",121.47681,31.21639,1,1,1,NA
"1034",571750,"海燕精菜馆","4",22,24,21,0,256,"guangdong","闵行区",121.39816,31.08747,1,0,0,NA
"1035",571910,"鸿兴馆","3",17,12,13,5,18,"local","杨浦区",121.51393,31.25612,0,0,0,NA
"1036",572026,"上海石库门假日酒店(闵行店)","3",15,15,12,7,74,"local","闵行区",121.34938,31.17904,1,0,0,NA
"1037",572028,"哈尔滨饺子馆","3.5",19,13,15,42,40,"northeast","浦东新区",121.58618,31.25025,1,1,1,NA
"1038",572042,"和膳","3.5",18,15,17,38,48,"japan","卢湾区",121.46948,31.20511,0,0,0,NA
"1039",572135,"冬明羊肉馆","4",21,13,14,0,51,"local","嘉定区",121.33327,31.25452,1,0,0,NA
"1040",572195,"康良菜馆","3",19,11,12,19,25,"local","静安区",121.44054,31.23084,0,0,0,NA
"1041",572253,"满记甜品(正大广场店)","4",22,17,18,0,29,"guangdong","浦东新区",121.49945,31.23711,0,1,1,NA
"1042",572315,"新茂酒楼","2",15,12,11,0,50,"local","闸北区",121.43003,31.2889,1,0,0,NA
"1043",572316,"重庆鸡公煲(牡丹江路店)","4",20,11,13,0,39,"sichuan","宝山区",121.49519,31.38478,0,0,0,NA
"1044",572464,"月圆火锅(闸北店)","3",19,9,13,0,55,"hotpot","闸北区",121.47737,31.2501,1,0,0,NA
"1045",572699,"上海早晨(外滩店)","4.5",21,26,18,595,196,"local","虹口区",121.49031,31.24398,1,0,0,NA
"1046",572702,"白木屋居酒屋(东湖店)","4",19,18,17,736,194,"japan","徐汇区",121.45471,31.21624,0,0,0,NA
"1047",573911,"四季草堂","4",18,23,16,0,94,"local","浦东新区",121.57556,31.13502,1,0,0,NA
"1048",573924,"水煮鱼馆","4",20,14,16,0,38,"sichuan","杨浦区",121.51653,31.27652,0,0,0,NA
"1049",573950,"巧湘汇","3",16,13,12,0,45,"hunan","浦东新区",121.50146,31.14011,1,0,0,NA
"1050",573951,"颐品居(上南店)","3.5",19,12,14,26,49,"hotpot","浦东新区",121.49638,31.15419,1,1,1,NA
"1051",574105,"味千拉面(长宁龙之梦店)","3",17,13,12,56,39,"japan","长宁区",121.41635,31.21819,0,1,1,NA
"1052",574194,"屋企港式茶餐厅","3",15,13,13,0,55,"guangdong","静安区",121.45245,31.22634,1,0,0,NA
"1053",574209,"淞韩大酒店","3",16,13,13,9,66,"local","宝山区",121.49573,31.37331,0,0,0,NA
"1054",574242,"潘松阁大酒店","3",17,14,14,0,58,"guangdong","青浦区",121.11632,31.14755,0,0,0,NA
"1055",574356,"邵稼楼(平凉路店)","2",14,10,10,0,47,"local","杨浦区",121.5389,31.26486,0,0,0,NA
"1056",574367,"食道乐","2",12,10,12,0,33,"japan","徐汇区",121.43752,31.18321,0,0,0,NA
"1057",578300,"林林餐厅(浙江南路店)","3.5",20,11,13,119,69,"local","黄浦区",121.48265,31.22919,0,0,0,NA
"1058",578448,"小弄弄菜馆","3",16,12,12,0,30,"local","虹口区",121.49607,31.28305,0,0,0,NA
"1059",578457,"原味意大利面餐馆","4",22,19,21,0,106,"western","卢湾区",121.47392,31.21992,0,1,1,NA
"1060",578521,"香港粗菜馆(浦东店)","3",17,14,13,486,93,"guangdong","浦东新区",121.51905,31.2258,1,0,0,NA
"1061",578579,"雨花石","2",13,11,11,1,46,"local","浦东新区",121.59405,31.25997,1,0,0,NA
"1062",578628,"蓝宫大酒店宴会厅","3",15,17,15,7,100,"local","嘉定区",121.26284,31.3761,0,0,0,NA
"1063",578699,"聚宝轩大酒店","3",16,15,15,0,77,"local","宝山区",121.48209,31.40428,1,0,0,NA
"1064",578832,"Moca Art Lab","4.5",20,25,22,732,132,"western","黄浦区",121.47071,31.23145,0,1,1,NA
"1065",578887,"宝丰饭店","3",17,12,12,17,37,"local","闵行区",121.35492,31.15241,0,0,0,NA
"1066",578923,"东北菜馆","3",16,13,13,0,43,"northeast","浦东新区",121.55914,31.24056,1,0,0,NA
"1067",578927,"老东来","3",16,13,12,0,53,"local","青浦区",1000,1000,0,0,0,NA
"1068",578928,"来福小馆(淮海店)","4",21,19,17,655,71,"sichuan","徐汇区",121.4478,31.21059,1,1,1,NA
"1069",578931,"川流不息木桶鱼(彭浦店)","3",17,11,14,44,53,"hotpot","闸北区",121.45274,31.31285,1,0,0,NA
"1070",579031,"老丰阁(仙乐斯店)","4",19,20,16,0,136,"local","静安区",121.46878,31.23102,1,0,0,NA
"1071",579034,"华丽宫酒家","2",15,11,12,0,11,"local","长宁区",121.42851,31.19803,0,0,0,NA
"1072",579071,"绿雅酒家","4",24,12,15,0,78,"local","黄浦区",121.486,31.23995,1,0,0,NA
"1073",579396,"鱼鱼居酒屋","4",19,17,17,117,140,"japan","闵行区",121.38581,31.17662,1,1,1,NA
